,publisher,short_journal_title,issue,volume,title,page,DOI,is_referenced_by_count,references_count,first_author_given_name,first_author_family_name,issued_year,issued_month,issued_day
4562,Springer Science and Business Media LLC,Arch. Environ. Contam. Toxicol.,1,22,Adaptation to soil pollution by cadmium excretion in natural populations of Orchesella cincta (L.) (Collembola),146-156,10.1007/bf00213314,85,50,Leo,Posthuma,1992,1.0,
4563,Informa UK Limited,International Journal of Remote Sensing,15,31,Estimation of heavy-metal contamination in soil using reflectance spectroscopy and partial least-squares regression,4111-4123,10.1080/01431160903229200,82,14,Caaminee M.,Pandit,2010,8.0,10.0
4564,Elsevier BV,Science of The Total Environment,,738,Assessment and monitoring of soil and plant contamination with trace elements around Europe's largest copper ore tailings impoundment,139918,10.1016/j.scitotenv.2020.139918,35,82,Cezary,Kabala,2020,10.0,
4565,MDPI AG,Environments,8,9,"Assessment of Soil Physicochemical Characteristics and As, Cu, Pb and Zn Contamination in Non-Active Mines at the Portuguese Sector of the Iberian Pyrite Belt",105,10.3390/environments9080105,2,55,Paula,Alvarenga,2022,8.0,17.0
4566,Springer Science and Business Media LLC,Bull Environ Contam Toxicol,1,108,"The Adsorption and Degradation of 2, 4-D Affected by Soil Organic Carbon and Clay",151-157,10.1007/s00128-021-03362-w,7,49,Mohammad Hosein,Jamshidi,2021,9.0,2.0
4567,Royal Society of Chemistry (RSC),J. Environ. Monit.,11,13,"Assessment of the effects of Cr, Cu, Ni and Pb soil contamination by ecotoxicological tests",3049,10.1039/c1em10496a,39,32,Giulia,Maisto,2011,,
4568,Elsevier BV,Ecotoxicology and Environmental Safety,,204,Eobania vermiculata as a potential indicator of nitrate contamination in soil,111082,10.1016/j.ecoenv.2020.111082,8,76,Rita,Cofone,2020,11.0,
4569,Springer Science and Business Media LLC,Arch. Environ. Contam. Toxicol.,4,21,"Toxicity of phenol and three nitrophenols towards growth and metabolic activities ofNostoc linckia, isolated from soil",578-584,10.1007/bf01183881,71,36,M.,Megharaj,1991,11.0,
4570,Springer Science and Business Media LLC,Environ Monit Assess,11,187,Effects of soil contamination by trace elements on white poplar progeny: seed germination and seedling vigour,,10.1007/s10661-015-4893-8,9,62,Paula,Madejón,2015,10.0,3.0
4571,Springer Science and Business Media LLC,J Community Health,3,43,Perceived Benefits of Participation and Risks of Soil Contamination in St. Louis Urban Community Gardens,604-610,10.1007/s10900-017-0459-8,14,25,Roger,Wong,2017,12.0,23.0
4572,Journal of Infection in Developing Countries,J Infect Dev Ctries,01,15,"Canine intestinal parasites as a potential source of soil contamination in the public areas of Kruševac, Serbia",147-154,10.3855/jidc.12694,7,0,Jelena G,Raičević,2021,1.0,31.0
4573,Elsevier BV,Journal of Geochemical Exploration,,147,Preliminary assessment of soil contamination by hydrocarbon storage activities: Main site investigation selection,283-290,10.1016/j.gexplo.2014.03.016,8,41,J.,Pinedo,2014,12.0,
4574,Springer Science and Business Media LLC,Bull Environ Contam Toxicol,2,88,Water Based Microwave Assisted Extraction of Thiamethoxam Residues from Vegetables and Soil for Determination by HPLC,119-123,10.1007/s00128-011-0444-3,15,16,Rajib,Karmakar,2011,11.0,8.0
4575,Environmental Health Perspectives,ISEE Conference Abstracts,1,2022,"Soil, sewage sludge and digestate samples contamination with Gram- negative bacteria from Enterobacteriaceae",,10.1289/isee.2022.p-1144,0,0,Ewelina,Farian,2022,9.0,18.0
4576,Test accounts,Bulletin,,81 (1997),Abstract: Correlation of hydrocarbon contamination in soil with electric conductivity measurements: Example at the building site of the hydro power plant Freudenau in Vienna&amp;nbsp;,,10.1306/3b05b092-172a-11d7-8645000102c1865d,0,0,,"ANGL, GEORG, and HANS SCHIMPF&nbsp;",1997,,
4577,Springer Science and Business Media LLC,Bull Environ Contam Toxicol,1,80,Degradation Dynamics and Persistence of Quinolphos and Methomyl In/On Okra (Ablemoschus esculentus) Fruits and Cropped Soil,74-77,10.1007/s00128-007-9319-z,15,5,Md. Wasim,Aktar,2007,12.0,6.0
4578,"Trans Tech Publications, Ltd.",AMM,,699,Bioremediation of Biodiesel/Diesel Blend (B50) in Soil Contamination by Using &lt;i&gt;Pseudomonas putida&lt;/i&gt;,1012-1019,10.4028/www.scientific.net/amm.699.1012,1,26,N.M.,Sunar,2014,11.0,
4579,Informa UK Limited,Chemistry and Ecology,3,34,Multiple-time contamination of benzo(a)pyrene in soils inhibits soil enzymatic activities,272-287,10.1080/02757540.2017.1421637,1,40,Gaofei,Ge,2018,1.0,3.0
4580,Springer Science and Business Media LLC,Bull. Environ. Contam. Toxicol.,4,52,Ameliorative effects of ethylenediamine tetraacetic acid and nitrilo triacetic acid on lead toxicity in okra (Abelmoschus esculentus L.) grown in sewage-irrigated soil,,10.1007/bf00194138,1,0,S.,Denduluri,1994,4.0,
4581,Polish Society for Magnesium Research,J. Elem.,4/2016,,Chemical composition of broad beans (Vicia faba L. ) and development parameters of black bean aphid (Aphis fabae Scop.) under conditions of soil contamination with oil derivatives,,10.5601/jelem.2015.20.1.770,6,0,Janina,Gospodarek,2016,9.0,14.0
4582,Japan Technical Association of the Pulp and Paper Industry,J. Tappi J.,12,65,The Enforcement of the Revised Soil Contamination Countermeasures Act,1244-1248,10.2524/jtappij.65.1244,1,1,Dai,Sakamoto,2011,,
4583,Walter de Gruyter GmbH,,4,39,Effect of Chlorides from Chemical De-Icing Agents on Soil Contamination Depending on the Distance from Road and its Effects on Living Organisms,301-309,10.2478/eko-2020-0024,1,27,Vilma,Jandová,2020,12.0,1.0
4584,Springer Science and Business Media LLC,Sci Rep,1,9,"Influence of the migration of radioactive contaminants in soil, resident occupancy, and variability in contamination on isodose lines for typical Northern European houses",,10.1038/s41598-019-44392-z,6,20,Yvonne,Hinrichsen,2019,5.0,27.0
4585,Journal BiNET,J sci technol environ inform,2,5,Influence of contamination of soil with heavy metal on the growth of three herbaceous plant species,382-388,10.18801/jstei.050217.40,1,0,C. E.,Igwe,2017,,
4586,American Society of Civil Engineers (ASCE),J. Hazard. Toxic Radioact. Waste,2,27,Physicochemical and Strength Behavior in Lime-Treated Soil Submerged under Gypsum and Sodium Sulfate Contamination,,10.1061/jhtrbp.hzeng-1185,0,80,,Shivanshi,2023,4.0,
4587,The Oil and Gas Institute - National Research Institute,NG,5,76,"Phytoremediation as an approach to clean up contaminated soil, including petroleum product contamination",322-339,10.18668/ng.2020.05.05,3,0,Natalia,Kubińska,2020,5.0,
4588,Springer Science and Business Media LLC,Bull. Environ. Contam. Toxicol.,5,42,"Microbial degradation of some soil-applied insecticides, herbicides, and insecticide-herbicide combinations",676-681,10.1007/bf01700387,2,11,J. P.,Reed,1989,5.0,
4589,Springer Science and Business Media LLC,Bull Environ Contam Toxicol,6,71,Percutaneous Penetration of Inorganic Mercury from Soil: An In Vitro Study,,10.1007/s00128-003-8573-y,4,0,P.,Sartorelli,2003,12.0,
4590,Springer Science and Business Media LLC,Bull Environ Contam Toxicol,6,93,Detection of Organophosphorous Pesticides in Soil Samples with Multiwalled Carbon Nanotubes Coating SPME Fiber,769-774,10.1007/s00128-014-1379-2,5,34,Xilan,Feng,2014,9.0,17.0
4591,Springer Science and Business Media LLC,Rev Environ Sci Biotechnol,2,8,SoilCAM: soil contamination: advanced integrated characterisation and time-lapse monitoring,125-130,10.1007/s11157-009-9158-y,12,25,Helen K.,French,2009,4.0,26.0
4592,Springer Science and Business Media LLC,Bull Environ Contam Toxicol,3,89,Dissipation and Residues of Flutriafol in Wheat and Soil Under Field Conditions,611-614,10.1007/s00128-012-0749-x,5,5,Yingting,Song,2012,7.0,19.0
4593,Science Alert,J. of Applied Sciences,7,2,"Contamination of Air, Soil and Water, As Evaluated on the Basis of Lead Contents in the Vicinity of Various Lakes and Dams within Pakistan",770-773,10.3923/jas.2002.770.773,0,12,Abbas Khan,.,2002,6.0,15.0
4594,Elsevier BV,Journal of Environmental Management,,307,Hydrolyzed urine for enhanced valorization and toxicant degradation of wet coffee processing wastes: Implications for soil contamination and health risk reductions,114536,10.1016/j.jenvman.2022.114536,4,78,Yitayal Addis,Alemayehu,2022,4.0,
4595,Elsevier BV,Journal of Environmental Radioactivity,,116,Paddy-field contamination with 134Cs and 137Cs due to Fukushima Dai-ichi Nuclear Power Plant accident and soil-to-rice transfer coefficients,59-64,10.1016/j.jenvrad.2012.08.018,61,11,Satoru,Endo,2013,2.0,
4596,Informa UK Limited,Arab Journal of Basic and Applied Sciences,1,26,Real time monitoring of soil contamination with diesel fuel using photoionization detectors,446-452,10.1080/25765299.2019.1670464,6,17,Victor,Bocos-Bintintan,2019,1.0,2.0
4597,Elsevier BV,Geoderma Regional,,30,An analysis of PAH soil contamination in south east England: A case study leading to an evidence-based portfolio and process route map,e00533,10.1016/j.geodrs.2022.e00533,1,57,Emma E.,Hellawell,2022,9.0,
4598,Springer Science and Business Media LLC,Chin. Geogr. Sci.,6,23,Effects of crude oil contamination on soil physical and chemical properties in Momoge wetland of China,708-715,10.1007/s11769-013-0641-6,105,39,Ying,Wang,2013,11.0,14.0
4599,Springer Science and Business Media LLC,Bull Environ Contam Toxicol,3,84,Study of Imidaclothiz Residues in Cabbage and Soil by HPLC with UV Detection,289-293,10.1007/s00128-010-9941-z,24,18,Ming,Wu,2010,1.0,29.0
4600,Elsevier BV,Watershed Ecology and the Environment,,4,"Assessment of water, soil contamination and land cover changes in Sims and Vince Bayou urban watersheds of Houston, Texas",73-85,10.1016/j.wsee.2022.08.002,0,36,Felica R.,Davis,2022,,
4601,Springer Science and Business Media LLC,Int. J. Environ. Sci. Technol.,9,20,Environmental risk assessment of soil contamination from olive mill wastewater using electrical resistivity tomography,10013-10020,10.1007/s13762-022-04708-5,1,33,A.,Aydi,2022,12.0,12.0
4602,HARD Publishing Company,Pol. J. Environ. Stud.,2,28,"Assessing Heavy Metal Contamination in Oil
and Gas Well Drilling Waste and Soil
in Pakistan",785-793,10.15244/pjoes/85301,15,0,Muhammad,Qaiser,2018,12.0,20.0
4603,Springer Science and Business Media LLC,Bull Environ Contam Toxicol,4,89,Residue Dynamics of Spirotetramat and Imidacloprid in/on Mango and Soil,862-867,10.1007/s00128-012-0762-0,41,13,Soudamini,Mohapatra,2012,8.0,8.0
4604,Informa UK Limited,Polycyclic Aromatic Compounds,9,43,"Assessment of Polycyclic Aromatic Hydrocarbon Contamination of Fruits, Leaves, and Soil within Automobile Repair Workshops in Nsukka Metropolis",8333-8355,10.1080/10406638.2022.2149567,1,86,Hillary Onyeka,Abugu,2022,11.0,26.0
4605,Informa UK Limited,Journal of Taibah University for Science,1,14,Health risk assessment quantification from heavy metals contamination in the urban soil and urban surface deposited sediment,285-293,10.1080/16583655.2020.1735735,27,87,Mohamed Y.,Hanfi,2020,1.0,1.0
4606,Elsevier BV,Journal of Environmental Radioactivity,,104,Relevance of Radiocaesium Interception Potential (RIP) on a worldwide scale to assess soil vulnerability to 137Cs contamination,87-93,10.1016/j.jenvrad.2011.09.002,55,36,Louis,Vandebroek,2012,2.0,
4607,Springer Science and Business Media LLC,Bull Environ Contam Toxicol,3,91,Accumulation and Tolerance Characteristics of Zinc in Agropyron cristatum Plants Exposed to Zinc-Contaminated Soil,298-301,10.1007/s00128-013-1039-y,17,24,Lin,Meng,2013,6.0,16.0
4608,MDPI AG,IJERPH,14,16,Contamination and Health Risk Assessment of Heavy Metals in the Soil of Major Cities in Mongolia,2552,10.3390/ijerph16142552,70,42,Sonomdagva,Chonokhuu,2019,7.0,17.0
4609,Elsevier BV,Science of The Total Environment,,852,Soil tungsten contamination and health risk assessment of an abandoned tungsten mine site,158461,10.1016/j.scitotenv.2022.158461,9,45,Sijia,Liu,2022,12.0,
4610,Springer Science and Business Media LLC,Bull Environ Contam Toxicol,2,91,A Comparative Study on the Impact of Phthalate Esters on Soil Microbial Activity,217-223,10.1007/s00128-013-1033-4,26,20,Huilun,Chen,2013,6.0,16.0
4611,Springer Science and Business Media LLC,Environ Monit Assess,6,191,"Risk assessment of heavy metal contamination of paddy soil and rice (Oryza sativa) from Abakaliki, Nigeria",,10.1007/s10661-019-7491-3,22,61,Janefrances N.,Ihedioha,2019,5.0,6.0
4612,Elsevier BV,Journal of Hazardous Materials,,244-245,Mapping of human health risks arising from soil nickel and mercury contamination,225-239,10.1016/j.jhazmat.2012.11.040,82,36,Mojgan,Yeganeh,2013,1.0,
4613,Springer Science and Business Media LLC,Arch Environ Contam Toxicol,1,64,Dose-Dependent Effects of the Herbicide Mesotrione on Soil Cyanobacterial Communities,23-31,10.1007/s00244-012-9809-9,23,44,Olivier,Crouzet,2012,9.0,27.0
4614,Elsevier BV,Environmental Pollution,6,159,Direct and indirect effects of metal contamination on soil biota in a Zn–Pb post-mining and smelting area (S Poland),1516-1522,10.1016/j.envpol.2011.03.015,45,50,Paweł,Kapusta,2011,6.0,
4615,Springer Science and Business Media LLC,Bull Environ Contam Toxicol,4,84,Toxicity and Biodegradation in Sandy Soil Contaminated by Lubricant Oils,454-458,10.1007/s00128-010-9945-8,20,16,Paulo Renato Matos,Lopes,2010,2.0,24.0
4616,Elsevier BV,Journal of Hazardous Materials,1-3,180,Contamination from polycyclic aromatic hydrocarbons (PAHs) in the soil of a botanic garden localized next to a former manufacturing gas plant in Palermo (Italy),590-601,10.1016/j.jhazmat.2010.04.074,53,0,Santino,Orecchio,2010,8.0,15.0
4617,Pleiades Publishing Ltd,Russ J Plant Physiol,5,59,Tolerance of garden angelica to soil contamination with crude oil,679-683,10.1134/s1021443712050044,2,22,R. M.,Bashirova,2012,8.0,16.0
4618,Springer Science and Business Media LLC,Bull. Environ. Contam. Toxicol.,1,14,Behavior of five organophosphorus pesticides in dust derived from several soil types,49-56,10.1007/bf01685598,10,8,Yutaka,Iwata,1975,7.0,
4619,IOP Publishing,IOP Conf. Ser.: Earth Environ. Sci.,,44,Terrestrial Eco-Toxicological Tests as Screening Tool to Assess Soil Contamination in Krompachy Area,052041,10.1088/1755-1315/44/5/052041,0,8,Šestinová,Ol'ga,2016,10.0,
4620,Informa UK Limited,Journal of the Air Pollution Control Association,10,36,Pilot Study of Enclosed Thermal Soil Aeration for Removal of Volatile Organic Contamination,1156-1163,10.1080/00022470.1986.10466164,1,0,David M.,Webster,1986,10.0,
4621,Tokyo Geographical Society,Journal of Geography (Chigaku Zasshi),6,116,Preface for the Special Issue on “Soil Contamination : The Role of the Geosciences in the Environment”,851-852,10.5026/jgeography.116.6_851,0,0,Takeshi,KOMAI,2007,,
4622,The Korean Society of Wood Science Technology,Journal of the Korean Wood Science and Technology,4,43,Evaluation of Soil Contamination by Copper Depleted from ACQ-Treated Wood,504-510,10.5658/wood.2015.43.4.504,1,7,Jong-Bum,Ra,2015,7.0,25.0
4623,Springer Science and Business Media LLC,Bull Environ Contam Toxicol,4,84,Soil Test Phosphorus as an Indicator of Nitrate–Nitrogen Leaching Risk in Tile Drainage Water,413-417,10.1007/s00128-010-9964-5,2,14,R. D.,Kinley,2010,3.0,30.0
4624,All-Russian Research Institute on Civil Defense Problems and Emergency Situations,ТГБ,1,19,Soil Chemical Contamination Assessment as a Result of the Rocket Fuel Components of Launch Vehicles Separating Parts Remnants Spill in the Fall Areas,10-15,10.54234/cst.19968493.2022.19.1.71.2.10,0,0,Vladimir A.,Kulganov,2022,,
4625,Japan Society of Civil Engineers,Proceedings of the Symposium on Global Environment,,10,The present condition of soil contamination with heavy metals in Honshu and Kyushu residential area,263-268,10.2208/proge.10.263,0,0,Osamu,BANNAI,2002,,
4626,African Journals Online (AJOL),Nig. J. Para.,1,40,"Studies on parasitic contamination of soil and local drinking water sources, Doma Local Government Area, Nasarawa State, Nigeria",51,10.4314/njpar.v40i1.8,0,0,V.A.,Pam,2019,5.0,7.0
4627,Universidade Federal de Goias,Rev Patol Trop,1,50,Soil contamination by zoonotic parasites in leisure areas: an integrative review,7-20,10.5216/rpt.v50i1.68593,0,0,Ana,Maria Braga Araújo,2021,4.0,12.0
4628,Springer Science and Business Media LLC,Bull Environ Contam Toxicol,2,88,Removal of Cr(VI) by Nanoscale Zero-valent Iron (nZVI) From Soil Contaminated with Tannery Wastes,210-214,10.1007/s00128-011-0425-6,92,16,Ritu,Singh,2011,10.0,14.0
4629,Springer Science and Business Media LLC,Bull Environ Contam Toxicol,6,87,"Residue Dynamics of Tebuconazole and Quinalphos in Immature Onion Bulb with Leaves, Mature Onion Bulb and Soil",703-707,10.1007/s00128-011-0403-z,8,9,Soudamini,Mohapatra,2011,9.0,16.0
4630,Thomas Telford Ltd.,Journal of Environmental Engineering and Science,6,5,Variability of North American regulatory guidance for heavy metal contamination of residential soil,485-508,10.1139/s06-019,24,0,Aaron A,Jennings,2006,11.0,1.0
4631,Wydawnictwo Naukowe Gabriel Borowski (WNGB),J. Ecol. Eng.,7,24,Evaluation of Pesticide and Heavy Metal Contamination on Soil Properties and Microbiota in Thailand's Mountainous Region,331-344,10.12911/22998993/165957,0,0,Patarapong,Kroeksakul,2023,7.0,1.0
4632,Springer Science and Business Media LLC,Arch Environ Contam Toxicol,2,58,Effects of the Veterinary Pharmaceutical Ivermectin on Soil Invertebrates in Laboratory Tests,332-340,10.1007/s00244-009-9414-8,36,35,J.,Römbke,2009,11.0,1.0
4633,Universiti Malaysia Pahang Publishing,Constr.,1,3,Effect of Soil Contamination on Human Health and Environment with Preventive Measures: A Review,142-151,10.15282/construction.v3i1.9404,0,0,Diana,Che Lat,2023,8.0,9.0
